"","last.name","first.name","age","birth.year","sex","city","state","place","num.days","season.num","season.name","location","winner","second","third","name"
"377","Klumpp","Krista",25,1986,"female","Columbia","South Carolina",15,14,22,"Survivor: Redemption Island","San Juan del Sur, Rivas, Nicaragua[10]","Rob Mariano","Phillip Sheppard","Natalie Tenerelli","Krista Klumpp"
"378","Valencia","Stephanie",26,1985,"female","Long Beach","California",14,17,22,"Survivor: Redemption Island","San Juan del Sur, Rivas, Nicaragua[10]","Rob Mariano","Phillip Sheppard","Natalie Tenerelli","Stephanie Valencia"
"379","White","Sarita",36,1975,"female","Santa Monica","California",13,19,22,"Survivor: Redemption Island","San Juan del Sur, Rivas, Nicaragua[10]","Rob Mariano","Phillip Sheppard","Natalie Tenerelli","Sarita White"
"380","Elrod","Matt",NA,NA,"unknown","Elrod","MattMatt ElrodReturned to game",20,20,22,"Survivor: Redemption Island","San Juan del Sur, Rivas, Nicaragua[10]","Rob Mariano","Phillip Sheppard","Natalie Tenerelli","Matt Elrod"
"381","Murphy","David",31,1980,"male","West Hollywood","California",12,25,22,"Survivor: Redemption Island","San Juan del Sur, Rivas, Nicaragua[10]","Rob Mariano","Phillip Sheppard","Natalie Tenerelli","David Murphy"
"382","Wolfe","Julie",50,1961,"female","Wolfe","California",11,28,22,"Survivor: Redemption Island","San Juan del Sur, Rivas, Nicaragua[10]","Rob Mariano","Phillip Sheppard","Natalie Tenerelli","Julie Wolfe"
"383","Wright","Steve",51,1960,"male","Huntington Beach","California",10,31,22,"Survivor: Redemption Island","San Juan del Sur, Rivas, Nicaragua[10]","Rob Mariano","Phillip Sheppard","Natalie Tenerelli","Steve Wright"
"384","Kiser","Ralph",45,1966,"male","Lebanon","Virginia",9,33,22,"Survivor: Redemption Island","San Juan del Sur, Rivas, Nicaragua[10]","Rob Mariano","Phillip Sheppard","Natalie Tenerelli","Ralph Kiser"
"385","Mattos","Grant",29,1982,"male","West Hollywood","California",8,36,22,"Survivor: Redemption Island","San Juan del Sur, Rivas, Nicaragua[10]","Rob Mariano","Phillip Sheppard","Natalie Tenerelli","Grant Mattos"
"387","Chiesl","Mike",31,1980,"male","Del Mar","California",6,36,22,"Survivor: Redemption Island","San Juan del Sur, Rivas, Nicaragua[10]","Rob Mariano","Phillip Sheppard","Natalie Tenerelli","Mike Chiesl"
"388","Boehlke","Andrea",NA,NA,"unknown","Boehlke","AndreaAndrea BoehlkeReturned to game",19,19,22,"Survivor: Redemption Island","San Juan del Sur, Rivas, Nicaragua[10]","Rob Mariano","Phillip Sheppard","Natalie Tenerelli","Andrea Boehlke"
"390","Underwood","Ashley",25,1986,"female","Benton","Maine",4,38,22,"Survivor: Redemption Island","San Juan del Sur, Rivas, Nicaragua[10]","Rob Mariano","Phillip Sheppard","Natalie Tenerelli","Ashley Underwood"
"391","Tenerelli","Natalie",19,1992,"female","Acton","California",3,40,22,"Survivor: Redemption Island","San Juan del Sur, Rivas, Nicaragua[10]","Rob Mariano","Phillip Sheppard","Natalie Tenerelli","Natalie Tenerelli"
"392","Sheppard","Phillip",52,1959,"male","Santa Monica","California",2,40,22,"Survivor: Redemption Island","San Juan del Sur, Rivas, Nicaragua[10]","Rob Mariano","Phillip Sheppard","Natalie Tenerelli","Phillip Sheppard"
"393","Mariano","Rob",34,1977,"male","Pensacola","& Heroes vs. Villains",1,40,22,"Survivor: Redemption Island","San Juan del Sur, Rivas, Nicaragua[10]","Rob Mariano","Phillip Sheppard","Natalie Tenerelli","Rob Mariano"
"394","Tadesse","Semhar",24,1987,"unknown","Los Angeles","California",18,6,23,"Survivor: South Pacific","San Juan del Sur, Rivas, Nicaragua[10]","Sophie Clarke","Benjamin ""Coach"" Wade","Albert Destrade","Semhar Tadesse"
"395","Caruso","Ma",48,1963,"unknown","Forest Hills","New York",17,9,23,"Survivor: South Pacific","San Juan del Sur, Rivas, Nicaragua[10]","Sophie Clarke","Benjamin ""Coach"" Wade","Albert Destrade","Ma Caruso"
"396","Powell","Stacey",44,1967,"female","Grand Prairie","Texas",16,12,23,"Survivor: South Pacific","San Juan del Sur, Rivas, Nicaragua[10]","Sophie Clarke","Benjamin ""Coach"" Wade","Albert Destrade","Stacey Powell"
"397","Umemoto","Elyse",27,1984,"female","Las Vegas","Nevada",15,15,23,"Survivor: South Pacific","San Juan del Sur, Rivas, Nicaragua[10]","Sophie Clarke","Benjamin ""Coach"" Wade","Albert Destrade","Elyse Umemoto"
"398","Wingle","Mikayla",22,1989,"female","Tampa","Florida",14,17,23,"Survivor: South Pacific","San Juan del Sur, Rivas, Nicaragua[10]","Sophie Clarke","Benjamin ""Coach"" Wade","Albert Destrade","Mikayla Wingle"
"399","Shields-Markoski","Christine",39,1972,"female","Merrick","New York",13,19,23,"Survivor: South Pacific","San Juan del Sur, Rivas, Nicaragua[10]","Sophie Clarke","Benjamin ""Coach"" Wade","Albert Destrade","Christine Shields-Markoski"
"400","Lusth","Os",NA,NA,"unknown","Lusth","Oscar ""Ozzy""Oscar ""Ozzy"" LusthReturned to game",20,20,23,"Survivor: South Pacific","San Juan del Sur, Rivas, Nicaragua[10]","Sophie Clarke","Benjamin ""Coach"" Wade","Albert Destrade","Os Lusth"
"401","Rice","Jim",35,1976,"male","Denver","Colorado",12,25,23,"Survivor: South Pacific","San Juan del Sur, Rivas, Nicaragua[10]","Sophie Clarke","Benjamin ""Coach"" Wade","Albert Destrade","Jim Rice"
"402","Tollefson","Keith",26,1985,"male","San Diego","California",11,25,23,"Survivor: South Pacific","San Juan del Sur, Rivas, Nicaragua[10]","Sophie Clarke","Benjamin ""Coach"" Wade","Albert Destrade","Keith Tollefson"
"403","Meehan","Dawn",41,1970,"female","South Jordan","Utah",10,28,23,"Survivor: South Pacific","San Juan del Sur, Rivas, Nicaragua[10]","Sophie Clarke","Benjamin ""Coach"" Wade","Albert Destrade","Dawn Meehan"
"404","Duncan","Whitney",27,1984,"female","Nashville","Tennessee",9,28,23,"Survivor: South Pacific","San Juan del Sur, Rivas, Nicaragua[10]","Sophie Clarke","Benjamin ""Coach"" Wade","Albert Destrade","Whitney Duncan"
"405","Cochran","John",24,1987,"male","Washington","D.C.",8,31,23,"Survivor: South Pacific","San Juan del Sur, Rivas, Nicaragua[10]","Sophie Clarke","Benjamin ""Coach"" Wade","Albert Destrade","John Cochran"
"406","Ma","Edna",35,1976,"female","Los Angeles","California",7,33,23,"Survivor: South Pacific","San Juan del Sur, Rivas, Nicaragua[10]","Sophie Clarke","Benjamin ""Coach"" Wade","Albert Destrade","Edna Ma"
"407","Hantz","Brandon",19,1992,"male","Katy","Texas",6,36,23,"Survivor: South Pacific","San Juan del Sur, Rivas, Nicaragua[10]","Sophie Clarke","Benjamin ""Coach"" Wade","Albert Destrade","Brandon Hantz"
"409","Nelson","Rick",51,1960,"male","Aurora","Utah",5,37,23,"Survivor: South Pacific","San Juan del Sur, Rivas, Nicaragua[10]","Sophie Clarke","Benjamin ""Coach"" Wade","Albert Destrade","Rick Nelson"
"411","Destrade","Albert",26,1985,"male","Plantation","Florida",3,40,23,"Survivor: South Pacific","San Juan del Sur, Rivas, Nicaragua[10]","Sophie Clarke","Benjamin ""Coach"" Wade","Albert Destrade","Albert Destrade"
"412","Wade","Benj",39,1972,"unknown","Susanville","CaliforniaTocantins & Heroes vs Villains",2,40,23,"Survivor: South Pacific","San Juan del Sur, Rivas, Nicaragua[10]","Sophie Clarke","Benjamin ""Coach"" Wade","Albert Destrade","Benj Wade"
"413","Clarke","Sophie",22,1989,"female","Willsboro","New York",1,40,23,"Survivor: South Pacific","San Juan del Sur, Rivas, Nicaragua[10]","Sophie Clarke","Benjamin ""Coach"" Wade","Albert Destrade","Sophie Clarke"
"414","Moon","Kourtney",29,1983,"female","Austin","Texas",18,3,24,"Survivor: One World","San Juan del Sur, Rivas, Nicaragua[10]","Kim Spradlin","Sabrina Thompson","Chelsea Meissner","Kourtney Moon"
"415","Acosta","Nina",51,1961,"female","Clovis","California",17,5,24,"Survivor: One World","San Juan del Sur, Rivas, Nicaragua[10]","Kim Spradlin","Sabrina Thompson","Chelsea Meissner","Nina Acosta"
"416","Quinlan","Matt",33,1979,"male","San Francisco","California",16,8,24,"Survivor: One World","San Juan del Sur, Rivas, Nicaragua[10]","Kim Spradlin","Sabrina Thompson","Chelsea Meissner","Matt Quinlan"
"417","Posley","Bill",28,1984,"male","Venice","California",15,11,24,"Survivor: One World","San Juan del Sur, Rivas, Nicaragua[10]","Kim Spradlin","Sabrina Thompson","Chelsea Meissner","Bill Posley"
"418","Culpepper","Monica",41,1971,"female","Tampa","Florida",14,14,24,"Survivor: One World","San Juan del Sur, Rivas, Nicaragua[10]","Kim Spradlin","Sabrina Thompson","Chelsea Meissner","Monica Culpepper"
"419","Cumbie","Colton",21,1991,"male","Monroeville","Alabama",13,16,24,"Survivor: One World","San Juan del Sur, Rivas, Nicaragua[10]","Kim Spradlin","Sabrina Thompson","Chelsea Meissner","Colton Cumbie"
"420","Otsuji","Jonas",37,1975,"male","Lehi","Utah",12,20,24,"Survivor: One World","San Juan del Sur, Rivas, Nicaragua[10]","Kim Spradlin","Sabrina Thompson","Chelsea Meissner","Jonas Otsuji"
"421","Jefferson","Michael",30,1982,"male","Jefferson","Washington",11,22,24,"Survivor: One World","San Juan del Sur, Rivas, Nicaragua[10]","Kim Spradlin","Sabrina Thompson","Chelsea Meissner","Michael Jefferson"
"422","Byars","Jay",25,1987,"male","Gaffney","South Carolina",10,25,24,"Survivor: One World","San Juan del Sur, Rivas, Nicaragua[10]","Kim Spradlin","Sabrina Thompson","Chelsea Meissner","Jay Byars"
"423","Manson","Leif",27,1985,"male","San Diego","California",9,27,24,"Survivor: One World","San Juan del Sur, Rivas, Nicaragua[10]","Kim Spradlin","Sabrina Thompson","Chelsea Meissner","Leif Manson"
"424","Robertson","Tr",50,1962,"unknown","Robertson","Florida",8,30,24,"Survivor: One World","San Juan del Sur, Rivas, Nicaragua[10]","Kim Spradlin","Sabrina Thompson","Chelsea Meissner","Tr Robertson"
"425","Edorsson","Kat",22,1990,"unknown","Orlando","Florida",7,33,24,"Survivor: One World","San Juan del Sur, Rivas, Nicaragua[10]","Kim Spradlin","Sabrina Thompson","Chelsea Meissner","Kat Edorsson"
"426","Smith","Gr",64,1948,"unknown","Houston","Texas",6,36,24,"Survivor: One World","San Juan del Sur, Rivas, Nicaragua[10]","Kim Spradlin","Sabrina Thompson","Chelsea Meissner","Gr Smith"
"427","Rosa","Alicia",25,1987,"female","Chicago","Illinois",5,37,24,"Survivor: One World","San Juan del Sur, Rivas, Nicaragua[10]","Kim Spradlin","Sabrina Thompson","Chelsea Meissner","Alicia Rosa"
"428","Cha","Christina",29,1983,"female","West Hollywood","California",4,38,24,"Survivor: One World","San Juan del Sur, Rivas, Nicaragua[10]","Kim Spradlin","Sabrina Thompson","Chelsea Meissner","Christina Cha"
"429","Meissner","Chelsea",26,1986,"female","Charleston","South Carolina",3,40,24,"Survivor: One World","San Juan del Sur, Rivas, Nicaragua[10]","Kim Spradlin","Sabrina Thompson","Chelsea Meissner","Chelsea Meissner"
"430","Thompson","Sabrina",33,1979,"female","Brooklyn","New York",2,40,24,"Survivor: One World","San Juan del Sur, Rivas, Nicaragua[10]","Kim Spradlin","Sabrina Thompson","Chelsea Meissner","Sabrina Thompson"
"431","Spradlin","Kim",29,1983,"female","San Antonio","Texas",1,40,24,"Survivor: One World","San Juan del Sur, Rivas, Nicaragua[10]","Kim Spradlin","Sabrina Thompson","Chelsea Meissner","Kim Spradlin"
"432","Knight","Zane",28,1984,"male","Danville","Virginia",18,3,25,"Survivor: Philippines","Caramoan, Camarines Sur, Philippines","Denise Stapley","Lisa Whelchel &Michael Skupin","Lisa Whelchel &Michael Skupin","Zane Knight"
"433","Morris","Rox",28,1984,"unknown","Brooklyn","New York",17,6,25,"Survivor: Philippines","Caramoan, Camarines Sur, Philippines","Denise Stapley","Lisa Whelchel &Michael Skupin","Lisa Whelchel &Michael Skupin","Rox Morris"
"434","Layton","Ang",20,1992,"unknown","Layton","Utah",16,8,25,"Survivor: Philippines","Caramoan, Camarines Sur, Philippines","Denise Stapley","Lisa Whelchel &Michael Skupin","Lisa Whelchel &Michael Skupin","Ang Layton"
"435","Swan","Russell",45,1967,"male","Glenside","PennsylvaniaSamoa",15,10,25,"Survivor: Philippines","Caramoan, Camarines Sur, Philippines","Denise Stapley","Lisa Whelchel &Michael Skupin","Lisa Whelchel &Michael Skupin","Russell Swan"
"436","Lambert","Dana",32,1980,"female","Winston-Salem","North Carolina",14,12,25,"Survivor: Philippines","Caramoan, Camarines Sur, Philippines","Denise Stapley","Lisa Whelchel &Michael Skupin","Lisa Whelchel &Michael Skupin","Dana Lambert"
"437","Dawson","Sarah",28,1984,"female","Silver Spring","Maryland",13,13,25,"Survivor: Philippines","Caramoan, Camarines Sur, Philippines","Denise Stapley","Lisa Whelchel &Michael Skupin","Lisa Whelchel &Michael Skupin","Sarah Dawson"
"438","Hanson","Katie",22,1990,"female","Newark","Delaware",12,16,25,"Survivor: Philippines","Caramoan, Camarines Sur, Philippines","Denise Stapley","Lisa Whelchel &Michael Skupin","Lisa Whelchel &Michael Skupin","Katie Hanson"
"439","Saint-Amour","Rob",27,1985,"male","New York City","New York",11,19,25,"Survivor: Philippines","Caramoan, Camarines Sur, Philippines","Denise Stapley","Lisa Whelchel &Michael Skupin","Lisa Whelchel &Michael Skupin","Rob Saint-Amour"
"440","Kent","Jeff",44,1968,"male","Austin","Texas",10,22,25,"Survivor: Philippines","Caramoan, Camarines Sur, Philippines","Denise Stapley","Lisa Whelchel &Michael Skupin","Lisa Whelchel &Michael Skupin","Jeff Kent"
"441","Silvester","Artis",53,1959,"male","Terrytown","Louisiana",9,25,25,"Survivor: Philippines","Caramoan, Camarines Sur, Philippines","Denise Stapley","Lisa Whelchel &Michael Skupin","Lisa Whelchel &Michael Skupin","Artis Silvester"
"442","Yurkowski","Pe",24,1988,"unknown","Holmdel","New Jersey",8,27,25,"Survivor: Philippines","Caramoan, Camarines Sur, Philippines","Denise Stapley","Lisa Whelchel &Michael Skupin","Lisa Whelchel &Michael Skupin","Pe Yurkowski"
"443","Penner","Jonathan",50,1962,"male","Penner","CaliforniaCook Islands & Micronesia",7,30,25,"Survivor: Philippines","Caramoan, Camarines Sur, Philippines","Denise Stapley","Lisa Whelchel &Michael Skupin","Lisa Whelchel &Michael Skupin","Jonathan Penner"
"444","Williams","Carter",23,1989,"male","Shawnee","Kansas",6,33,25,"Survivor: Philippines","Caramoan, Camarines Sur, Philippines","Denise Stapley","Lisa Whelchel &Michael Skupin","Lisa Whelchel &Michael Skupin","Carter Williams"
"445","Gomes","Abi-Maria",32,1980,"unknown","Los Angeles","California",5,36,25,"Survivor: Philippines","Caramoan, Camarines Sur, Philippines","Denise Stapley","Lisa Whelchel &Michael Skupin","Lisa Whelchel &Michael Skupin","Abi-Maria Gomes"
"446","Freberg","Malcolm",25,1987,"male","Hermosa Beach","California",4,38,25,"Survivor: Philippines","Caramoan, Camarines Sur, Philippines","Denise Stapley","Lisa Whelchel &Michael Skupin","Lisa Whelchel &Michael Skupin","Malcolm Freberg"
"447","Whelchel","Lisa",49,1963,"female","Dallas","Texas",2,40,25,"Survivor: Philippines","Caramoan, Camarines Sur, Philippines","Denise Stapley","Lisa Whelchel &Michael Skupin","Lisa Whelchel &Michael Skupin","Lisa Whelchel"
"448","Skupin","Michael",50,1962,"male","Skupin","MichiganThe Australian Outback",2,40,25,"Survivor: Philippines","Caramoan, Camarines Sur, Philippines","Denise Stapley","Lisa Whelchel &Michael Skupin","Lisa Whelchel &Michael Skupin","Michael Skupin"
"449","Stapley","Denise",41,1971,"female","Cedar Rapids","Iowa",1,40,25,"Survivor: Philippines","Caramoan, Camarines Sur, Philippines","Denise Stapley","Lisa Whelchel &Michael Skupin","Lisa Whelchel &Michael Skupin","Denise Stapley"
"450","Hogi","Francesca",38,1975,"female","Brooklyn","New YorkRedemption Island",20,3,26,"Survivor: Caramoan","Caramoan, Camarines Sur, Philippines","John Cochran","Dawn Meehan &
Sherri Biethman","Dawn Meehan &
Sherri Biethman","Francesca Hogi"
"451","Pohevitz","Alex",25,1988,"male","Oceanside","New York",19,5,26,"Survivor: Caramoan","Caramoan, Camarines Sur, Philippines","John Cochran","Dawn Meehan &
Sherri Biethman","Dawn Meehan &
Sherri Biethman","Alex Pohevitz"
"452","Driskill","Hope",23,1990,"female","Jefferson City","Missouri",18,7,26,"Survivor: Caramoan","Caramoan, Camarines Sur, Philippines","John Cochran","Dawn Meehan &
Sherri Biethman","Dawn Meehan &
Sherri Biethman","Hope Driskill"
"453","Thomas","Shamar",27,1986,"male","Brooklyn","New York",17,10,26,"Survivor: Caramoan","Caramoan, Camarines Sur, Philippines","John Cochran","Dawn Meehan &
Sherri Biethman","Dawn Meehan &
Sherri Biethman","Shamar Thomas"
"454","Alexander","Laura",23,1990,"female","Washington","D.C.",16,10,26,"Survivor: Caramoan","Caramoan, Camarines Sur, Philippines","John Cochran","Dawn Meehan &
Sherri Biethman","Dawn Meehan &
Sherri Biethman","Laura Alexander"
"455","Hantz","Brandon",20,1993,"male","Hantz","TexasSouth Pacific",15,13,26,"Survivor: Caramoan","Caramoan, Camarines Sur, Philippines","John Cochran","Dawn Meehan &
Sherri Biethman","Dawn Meehan &
Sherri Biethman","Brandon Hantz"
"456","Bischoff","Matt",38,1975,"male","Cincinnati","Ohio",14,16,26,"Survivor: Caramoan","Caramoan, Camarines Sur, Philippines","John Cochran","Dawn Meehan &
Sherri Biethman","Dawn Meehan &
Sherri Biethman","Matt Bischoff"
"457","Landauer","Julia",21,1992,"female","Stanford","California",13,19,26,"Survivor: Caramoan","Caramoan, Camarines Sur, Philippines","John Cochran","Dawn Meehan &
Sherri Biethman","Dawn Meehan &
Sherri Biethman","Julia Landauer"
"458","Kaplan","Corinne",33,1980,"female","Los Angeles","CaliforniaGabon",12,22,26,"Survivor: Caramoan","Caramoan, Camarines Sur, Philippines","John Cochran","Dawn Meehan &
Sherri Biethman","Dawn Meehan &
Sherri Biethman","Corinne Kaplan"
"459","Snow","Michael",44,1969,"male","New York City","New York",11,25,26,"Survivor: Caramoan","Caramoan, Camarines Sur, Philippines","John Cochran","Dawn Meehan &
Sherri Biethman","Dawn Meehan &
Sherri Biethman","Michael Snow"
"460","Sheppard","Phillip",54,1959,"male","Santa Monica","CaliforniaRedemption Island",10,28,26,"Survivor: Caramoan","Caramoan, Camarines Sur, Philippines","John Cochran","Dawn Meehan &
Sherri Biethman","Dawn Meehan &
Sherri Biethman","Phillip Sheppard"
"461","Freberg","Malcolm",25,1988,"male","Hermosa Beach","CaliforniaPhilippines",9,30,26,"Survivor: Caramoan","Caramoan, Camarines Sur, Philippines","John Cochran","Dawn Meehan &
Sherri Biethman","Dawn Meehan &
Sherri Biethman","Malcolm Freberg"
"462","Toepfer","Reynold",30,1983,"male","Toepfer","California",8,31,26,"Survivor: Caramoan","Caramoan, Camarines Sur, Philippines","John Cochran","Dawn Meehan &
Sherri Biethman","Dawn Meehan &
Sherri Biethman","Reynold Toepfer"
"463","Boehlke","Andrea",23,1990,"female","New York City","New YorkRedemption Island",7,33,26,"Survivor: Caramoan","Caramoan, Camarines Sur, Philippines","John Cochran","Dawn Meehan &
Sherri Biethman","Dawn Meehan &
Sherri Biethman","Andrea Boehlke"
"464","Lowe","Brenda",29,1984,"female","Miami","FloridaNicaragua",6,36,26,"Survivor: Caramoan","Caramoan, Camarines Sur, Philippines","John Cochran","Dawn Meehan &
Sherri Biethman","Dawn Meehan &
Sherri Biethman","Brenda Lowe"
"465","Reichenbach","Erik",27,1986,"male","Santa Clarita","CaliforniaMicronesia",5,36,26,"Survivor: Caramoan","Caramoan, Camarines Sur, Philippines","John Cochran","Dawn Meehan &
Sherri Biethman","Dawn Meehan &
Sherri Biethman","Erik Reichenbach"
"466","Fox","Edw",23,1990,"unknown","East Brunswick","New Jersey",4,38,26,"Survivor: Caramoan","Caramoan, Camarines Sur, Philippines","John Cochran","Dawn Meehan &
Sherri Biethman","Dawn Meehan &
Sherri Biethman","Edw Fox"
"467","Biethman","Sherri",41,1972,"female","Boise","Idaho",2,40,26,"Survivor: Caramoan","Caramoan, Camarines Sur, Philippines","John Cochran","Dawn Meehan &
Sherri Biethman","Dawn Meehan &
Sherri Biethman","Sherri Biethman"
"468","Meehan","Dawn",42,1971,"female","South Jordan","UtahSouth Pacific",2,40,26,"Survivor: Caramoan","Caramoan, Camarines Sur, Philippines","John Cochran","Dawn Meehan &
Sherri Biethman","Dawn Meehan &
Sherri Biethman","Dawn Meehan"
"469","Cochran","John",25,1988,"male","Washington","D.C.South Pacific",1,40,26,"Survivor: Caramoan","Caramoan, Camarines Sur, Philippines","John Cochran","Dawn Meehan &
Sherri Biethman","Dawn Meehan &
Sherri Biethman","John Cochran"
"470","Boneham","Laura",NA,NA,"unknown","Boneham","LauraLaura BonehamReturned to game",23,23,27,"Survivor: Blood vs. Water","Palaui Island, Santa Ana, Cagayan, Philippines[11]","Tyson Apostol","Monica Culpepper","Gervase Peterson","Laura Boneham"
"471","Boneham","Rupert",49,1964,"male","Indianapolis","All-Stars & Heroes vs. Villains",20,4,27,"Survivor: Blood vs. Water","Palaui Island, Santa Ana, Cagayan, Philippines[11]","Tyson Apostol","Monica Culpepper","Gervase Peterson","Rupert Boneham"
"472","Cumbie","Colton",22,1991,"male","Collinsville","AlabamaOne World",19,7,27,"Survivor: Blood vs. Water","Palaui Island, Santa Ana, Cagayan, Philippines[11]","Tyson Apostol","Monica Culpepper","Gervase Peterson","Colton Cumbie"
"473","Foulger","Rachel",33,1980,"female","Provo","Utah
Tyson's girlfriend",18,7,27,"Survivor: Blood vs. Water","Palaui Island, Santa Ana, Cagayan, Philippines[11]","Tyson Apostol","Monica Culpepper","Gervase Peterson","Rachel Foulger"
"474","Peterson","Marissa",21,1992,"female","Chapel Hill","North Carolina
Gervase's niece",17,9,27,"Survivor: Blood vs. Water","Palaui Island, Santa Ana, Cagayan, Philippines[11]","Tyson Apostol","Monica Culpepper","Gervase Peterson","Marissa Peterson"
"475","Cody","Candice",30,1983,"female","Cody","D.C.Cook Islands & Heroes vs. Villains",16,11,27,"Survivor: Blood vs. Water","Palaui Island, Santa Ana, Cagayan, Philippines[11]","Tyson Apostol","Monica Culpepper","Gervase Peterson","Candice Cody"
"476","Culpepper","Brad",44,1969,"male","Tampa","Florida
Monica's husband",15,14,27,"Survivor: Blood vs. Water","Palaui Island, Santa Ana, Cagayan, Philippines[11]","Tyson Apostol","Monica Culpepper","Gervase Peterson","Brad Culpepper"
"477","Edorsson","Kat",23,1990,"unknown","Orlando","FloridaOne World",14,17,27,"Survivor: Blood vs. Water","Palaui Island, Santa Ana, Cagayan, Philippines[11]","Tyson Apostol","Monica Culpepper","Gervase Peterson","Kat Edorsson"
"478","Cody","John",30,1983,"male","Cody","D.C.
Candice's husband",13,19,27,"Survivor: Blood vs. Water","Palaui Island, Santa Ana, Cagayan, Philippines[11]","Tyson Apostol","Monica Culpepper","Gervase Peterson","John Cody"
"480","Morett","Laura",NA,NA,"unknown","Morett","LauraLaura MorettReturned to game",22,22,27,"Survivor: Blood vs. Water","Palaui Island, Santa Ana, Cagayan, Philippines[11]","Tyson Apostol","Monica Culpepper","Gervase Peterson","Laura Morett"
"481","Baskauskas","Aras",31,1982,"male","Santa Monica","CaliforniaPanama",11,25,27,"Survivor: Blood vs. Water","Palaui Island, Santa Ana, Cagayan, Philippines[11]","Tyson Apostol","Monica Culpepper","Gervase Peterson","Aras Baskauskas"
"482","Baskauskas","Vytas",33,1980,"unknown","Santa Monica","California
Aras' brother",10,27,27,"Survivor: Blood vs. Water","Palaui Island, Santa Ana, Cagayan, Philippines[11]","Tyson Apostol","Monica Culpepper","Gervase Peterson","Vytas Baskauskas"
"483","Bankston","Caleb",26,1987,"male","Collinsville","Alabama
Colton's fiancé",9,30,27,"Survivor: Blood vs. Water","Palaui Island, Santa Ana, Cagayan, Philippines[11]","Tyson Apostol","Monica Culpepper","Gervase Peterson","Caleb Bankston"
"484","Collins","Katie",25,1988,"female","New York City","New York
Tina's daughter",8,33,27,"Survivor: Blood vs. Water","Palaui Island, Santa Ana, Cagayan, Philippines[11]","Tyson Apostol","Monica Culpepper","Gervase Peterson","Katie Collins"
"485","Moss","Hayden",27,1986,"male","Springtown","Texas
Kat's boyfriend",7,36,27,"Survivor: Blood vs. Water","Palaui Island, Santa Ana, Cagayan, Philippines[11]","Tyson Apostol","Monica Culpepper","Gervase Peterson","Hayden Moss"
"487","Wesson","Tina",NA,NA,"unknown","Wesson","TinaTina WessonReturned to game",21,21,27,"Survivor: Blood vs. Water","Palaui Island, Santa Ana, Cagayan, Philippines[11]","Tyson Apostol","Monica Culpepper","Gervase Peterson","Tina Wesson"
"488","Eastin","Ciera",24,1989,"female","Salem","Oregon
Laura M.'s daughter",5,37,27,"Survivor: Blood vs. Water","Palaui Island, Santa Ana, Cagayan, Philippines[11]","Tyson Apostol","Monica Culpepper","Gervase Peterson","Ciera Eastin"
"490","Peterson","Gervase",43,1970,"unknown","Philadelphia","PennsylvaniaBorneo",3,40,27,"Survivor: Blood vs. Water","Palaui Island, Santa Ana, Cagayan, Philippines[11]","Tyson Apostol","Monica Culpepper","Gervase Peterson","Gervase Peterson"
"491","Culpepper","Monica",42,1971,"female","Tampa","FloridaOne World",2,40,27,"Survivor: Blood vs. Water","Palaui Island, Santa Ana, Cagayan, Philippines[11]","Tyson Apostol","Monica Culpepper","Gervase Peterson","Monica Culpepper"
"492","Apostol","Tyson",34,1979,"male","Provo","UtahTocantins & Heroes vs. Villains",1,40,27,"Survivor: Blood vs. Water","Palaui Island, Santa Ana, Cagayan, Philippines[11]","Tyson Apostol","Monica Culpepper","Gervase Peterson","Tyson Apostol"
